tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user
7/7/2023,8:26,belanja di ace hardware,Belanja,,Pengeluaran,GOPAY,SBY,Berhasil,iOS 17,kembalian ambil aja
1/24/2024,13:28,photobox,Hiburan,-268000.0,Pengeluaran,GOPAY,,Berhasil,iOS 16,
15/08/2023,6:34,admin mandiri,Lain-lain,136000.0,Pengeluaran,qris,Bandung,Berhasil,Android 12,
7/27/2023,22:06,Grabfood Hokben,Konsumsi,,Pengeluaran,Cash,Bandung,Berhasil,Windows Web,
11/12/2023,1:45,print tugas,,484000.0,Pengeluaran,Cash,,Gagal,iOS 17,
1/9/2024,16:45,Pengeluaran Tiket Lrt,Transportasi,250000.0,Pengeluaran,Cash,Online,Berhasil,iOS 17,
3/31/2023,15:36,Deposit Aset Crypto Bitcoin,Investasi,,Pengeluaran,QRIS,,Berhasil,iOS 16,
5/3/2024,19:11,cicilan motor,Tagihan,290000.0,Pengeluaran,Gopay,,Berhasil,Android 13,
9/16/2023,18:52,cek gula darah,,486000.0,Pengeluaran,QRIS,Bandung,Berhasil,iOS 16,
11/12/2023,17:37,NYICIL KAPUR BARUS,,-38000.0,Pengeluaran,Mandiri,JAKARTA,Berhasil,iOS 16,
9/7/2023,19:03,langganan icloud,Tagihan,336000.0,Pengeluaran,GOPAY,,Gagal,iOS 17,
4/21/2023,14:47,puskesmas,Kesehatan,272000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,
6/16/2023,17:53,Topup Kartu E-Money,Transportasi,46000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,jangan pedes
4/11/2024,5:35,patungan listrik kos,Tempat Tinggal,342000.0,Pengeluaran,qris,,Berhasil,Android 13,
11/4/2023,18:21,Langganan ChatGPT,Hiburan,-287000.0,Pengeluaran,Mandiri,Online,Gagal,Android 12,
7/5/2023,9:45,Investasi Saham Bbni,Investasi,635000.0,Pengeluaran,QRIS,,Berhasil,Android 13,
2/14/2024,2:39,Member Gym,Kesehatan,186000.0,Pengeluaran,GOPAY,Surabaya,Berhasil,Windows Web,
2/20/2024,0:40,makan starbucks,,15000.0,Pengeluaran,Mandiri,jkt,Berhasil,iOS 17,
19/01/2024,9:53,admin bni,Lain-lain,482000.0,Pengeluaran,QRIS,tangsel,Berhasil,Android 13,titip satpam
1/22/2023,22:10,IURAN KEAMANAN KOS,Tempat Tinggal,1038000.0,Pengeluaran,ovo,,Berhasil,Windows Web,
9/20/2023,19:56,nonton bioskop,Hiburan,406000.0,Pengeluaran,OVO,tangsel,Gagal,iOS 17,
3/2/2023,3:21,byr kos,Tempat Tinggal,208000.0,Pengeluaran,QRIS,,Berhasil,Windows Web,ukuran XL
5/11/2023,5:41,Plester,Kesehatan,,Pengeluaran,Cash,Jakarta,Berhasil,Android 13,
4/25/2024,8:04,Paket Data Telkomsel,Tagihan,,Pengeluaran,Cash,,Gagal,Windows Web,kembalian ambil aja
6/4/2024,22:37,ONGKIR GRABEXPRESS,Lain-lain,,Pengeluaran,qris,Bdg,Berhasil,iOS 17,
2/11/2024,11:57,patungan listrik kos,Tempat Tinggal,,Pengeluaran,BCA Virtual Account,tangsel,Berhasil,iOS 17,
3/6/2023,22:08,tiket krl,,119000.0,Pengeluaran,CASH,,Berhasil,Android 13,
18/08/2023,5:27,GRABFOOD BEBEK SINJAY,Konsumsi,36000.0,Pengeluaran,Gopay,Bandung,Pending,iOS 17,
30/07/2023,15:02,Uang Menang Lomba,Pendapatan,8690000.0,Pemasukan,QRIS,,Berhasil,iOS 16,
3/26/2024,3:30,Saham BMRI,,962000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,
2/9/2023,4:08,TRANSFERAN ORTU,,3883000.0,Pemasukan,Mandiri,JAKARTA,Berhasil,Android 12,
1/29/2024,14:31,pulsa telkomsel,,795000.0,Pengeluaran,qris,Depok,Berhasil,iOS 17,
2/18/2023,1:44,uang air kos,Tempat Tinggal,1452000.0,Pengeluaran,BCA Virtual Account,jkt,Berhasil,Android 12,
4/25/2023,17:58,cashback ovo,Pendapatan,,Pemasukan,OVO,,Berhasil,Android 12,
2/21/2024,13:20,NYICIL POWERBANK,Belanja,1247000.0,Pengeluaran,CASH,JAKARTA,Berhasil,iOS 16,kembalian ambil aja
1/5/2024,3:22,ongkir jne,,377000.0,Pengeluaran,Mandiri,,Berhasil,iOS 17,
1/15/2023,12:48,ShopeeFood Kopi Kenangan,Konsumsi,43000.0,Pengeluaran,Gopay,Depok,Berhasil,iOS 17,
5/5/2023,20:39,ongkir jne,Lain-lain,240000.0,Pengeluaran,ovo,Jakarta,Berhasil,Windows Web,titip satpam
1/5/2023,2:30,BAYAR KOS,Tempat Tinggal,329000.0,Pengeluaran,CASH,Jakarta,Berhasil,Android 12,
5/10/2024,21:36,Beli Saham Bbni,Investasi,4279000000.0,Pengeluaran,Cash,Depok,Berhasil,iOS 17,
16/12/2023,23:07,nyicil pisau dapur,Belanja,327000.0,Pengeluaran,CASH,SBY,Berhasil,Android 12,titip satpam
2/4/2023,23:51,skincare,Belanja,731000.0,Pengeluaran,Mandiri,Bandung,Berhasil,iOS 17,
9/29/2023,1:20,bli pembersih wajah,Belanja,612000.0,Pengeluaran,Cash,Tangerang,Gagal,Android 13,
11/9/2023,13:40,cek darah,Kesehatan,68000.0,Pengeluaran,Mandiri,Tangerang,Berhasil,Android 13,
8/25/2023,17:48,Deposit Aset Crypto Bitcoin,Investasi,1749000.0,Pengeluaran,qris,,Berhasil,iOS 17,segera proses ya
20/12/2023,4:12,bli token kos,,2677000.0,Pengeluaran,QRIS,Bdg,Berhasil,iOS 17,
1/2/2024,13:52,BELANJA DI TRANSMART,Belanja,222000.0,Pengeluaran,qris,,Berhasil,Android 12,
11/2/2023,17:48,cek gula darah,Kesehatan,395000.0,Pengeluaran,Cash,,Gagal,Android 13,
4/24/2023,19:03,langganan spotify,Hiburan,182000.0,Pengeluaran,GOPAY,Surabaya,Berhasil,iOS 16,
3/13/2024,22:39,Biaya Tiket Krl,Transportasi,214000.0,Pengeluaran,Gopay,JAKARTA,Berhasil,iOS 16,
1/3/2023,12:53,belanja di superindo,,991000.0,Pengeluaran,GOPAY,JAKARTA,Berhasil,Android 13,
10/18/2023,3:41,PHOTOBOX,Hiburan,119000.0,Pengeluaran,ovo,Bandung,Gagal,Windows Web,
11/26/2023,13:22,KONSER MUSIK,Hiburan,175000.0,Pengeluaran,Gopay,,Berhasil,Windows Web,
5/8/2024,7:57,Langganan iCloud,Tagihan,,Pengeluaran,Mandiri,Depok,Berhasil,Android 13,
2/12/2023,19:06,ongkir anteraja,Lain-lain,432000.0,Pengeluaran,Gopay,Tangerang,Gagal,Windows Web,
4/29/2024,5:18,Investasi Saham Tlkm,Investasi,,Pengeluaran,OVO,,Gagal,iOS 17,
12/11/2023,14:27,Main Bowling,Hiburan,286000.0,Pengeluaran,Mandiri,,Berhasil,Android 13,
2/16/2024,14:43,cek darah,Kesehatan,,Pengeluaran,GOPAY,Depok,Berhasil,Android 13,
2/1/2024,1:48,jajan roti bakar,Konsumsi,149000.0,Pengeluaran,BCA Virtual Account,Depok,Berhasil,Windows Web,
3/3/2023,12:18,Pengeluaran Tambal Ban,Transportasi,,Pengeluaran,Mandiri,,Berhasil,Android 12,
1/14/2023,21:14,main bowling,Hiburan,,Pengeluaran,ovo,,Berhasil,Android 12,jangan pedes
5/2/2024,14:15,GANTI RUGI,Lain-lain,12000.0,Pengeluaran,Gopay,,Berhasil,iOS 16,
16/11/2023,14:35,Bayar Wifi Oxygen,Tagihan,454000.0,Pengeluaran,CASH,,Berhasil,Android 12,
10/24/2023,6:34,iuran rt,Tagihan,,Pengeluaran,QRIS,,Berhasil,Android 13,
31/01/2024,0:10,HONOR ASISTEN,Pendapatan,,Pemasukan,Gopay,,Berhasil,iOS 17,
29/07/2023,11:31,Biaya BI Fast,Lain-lain,499000.0,Pengeluaran,Cash,,Berhasil,iOS 17,
10/15/2023,14:20,Gofood BreadTalk,,246000.0,Pengeluaran,qris,,Gagal,Android 13,
3/29/2024,6:05,Beli Bensin Pertalite,Transportasi,,Pengeluaran,OVO,Surabaya,Berhasil,Android 12,
6/18/2023,8:01,SEWA MINISOCCER,Kesehatan,341000.0,Pengeluaran,OVO,,Berhasil,Windows Web,
5/2/2023,18:13,iuran rt,Tagihan,842000.0,Pengeluaran,BCA Virtual Account,Surabaya,Berhasil,Windows Web,segera proses ya
12/4/2023,18:03,DEPOSIT KOS,Tempat Tinggal,,Pengeluaran,Mandiri,,Berhasil,Windows Web,
7/30/2023,14:30,Uang Air Kos,Tempat Tinggal,82000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,Android 12,
7/23/2023,7:09,Tiket LRT,,207000.0,Pengeluaran,GOPAY,jkt,Gagal,iOS 17,
17/01/2023,12:16,SEWA MINISOCCER,Kesehatan,139000.0,Pengeluaran,Mandiri,Depok,Berhasil,Android 12,
10/9/2023,22:31,konser musik,Hiburan,201000.0,Pengeluaran,Cash,,Berhasil,iOS 17,
2/22/2024,13:59,Nyicil Sunscreen,Belanja,827000.0,Pengeluaran,Gopay,Depok,Berhasil,Windows Web,
11/24/2023,12:20,main bowling,Hiburan,81000.0,Pengeluaran,OVO,Bdg,Berhasil,Android 13,
8/21/2023,15:44,langganan disney+,Hiburan,273000.0,Pengeluaran,OVO,,Berhasil,iOS 16,
1/18/2023,16:00,CASHBACK SHOPEEPAY,Pendapatan,5549000.0,Pemasukan,BCA Virtual Account,,Berhasil,iOS 17,
1/1/2024,19:41,member gym,Kesehatan,32000.0,Pengeluaran,BCA Virtual Account,Depok,Berhasil,Windows Web,
10/5/2024,14:34,reksadana,,4884000.0,Pengeluaran,QRIS,Tangerang,Berhasil,iOS 16,
2/26/2023,20:48,LANGGANAN CHATGPT,Hiburan,-306000.0,Pengeluaran,BCA Virtual Account,Surabaya,Pending,Android 12,
12/3/2023,10:07,Tahu Bulat,Konsumsi,30000.0,Pengeluaran,OVO,tangsel,Berhasil,Windows Web,
4/21/2024,23:38,thr,Pendapatan,3795000.0,Pemasukan,GOPAY,,Berhasil,Android 12,
3/5/2024,11:22,belanja di lazada,Belanja,201000.0,Pengeluaran,GOPAY,Bandung,Pending,Android 13,
4/24/2023,4:12,Tarik Tunai,Lain-lain,148000.0,Pengeluaran,Gopay,Jakarta,Berhasil,iOS 17,
4/6/2024,12:42,Alokasi Investasi Stockbit,Investasi,,Pengeluaran,Mandiri,,Gagal,iOS 17,
2/7/2024,22:17,IGA BAKAR,,44000.0,Pengeluaran,Gopay,,Pending,Android 13,
30/12/2023,14:55,TISU WAJAH,Belanja,21000.0,Pengeluaran,OVO,JAKARTA,Berhasil,iOS 17,
21/11/2023,12:37,Topup Portofolio Ethereum,Investasi,4798000.0,Pengeluaran,ovo,Jakarta,Berhasil,Android 12,
1/30/2023,4:26,nyicil wajan,Belanja,,Pengeluaran,QRIS,jkt,Berhasil,Windows Web,
9/2/2023,2:21,hasil jualan,Pendapatan,1810000.0,Pemasukan,Cash,,Berhasil,Android 12,
4/21/2023,16:28,GANTI RUGI,Lain-lain,328000.0,Pengeluaran,OVO,Surabaya,Berhasil,Windows Web,ukuran XL
12/24/2023,0:54,bayar kos,Tempat Tinggal,43000.0,Pengeluaran,Cash,,Berhasil,iOS 17,ukuran XL
18/07/2023,0:12,token listrik,Tagihan,121000.0,Pengeluaran,OVO,Tangerang,Berhasil,iOS 17,
24/07/2023,9:48,Tagihan Tol Jakarta,Transportasi,158000.0,Pengeluaran,ovo,,Berhasil,Android 12,ukuran XL
7/22/2023,1:26,Biaya Tiket Mrt,Transportasi,211000.0,Pengeluaran,BCA Virtual Account,Jakarta,Berhasil,iOS 17,
2/27/2023,21:39,PHOTOBOX,,189000.0,Pengeluaran,QRIS,,Gagal,iOS 16,segera proses ya
27/05/2023,12:03,Tagihan PDAM,,,Pengeluaran,BCA Virtual Account,Surabaya,Gagal,iOS 16,
3/23/2024,11:32,Uang Kembalian,Pendapatan,-4833000.0,Pemasukan,BCA Virtual Account,Online,Berhasil,Android 13,kembalian ambil aja
28/12/2023,19:32,Nabung Saham Bbni,Investasi,4069000.0,Pengeluaran,Mandiri,,Berhasil,Android 13,
30/10/2023,16:13,Main Bowling,,330000.0,Pengeluaran,Mandiri,Bandung,Berhasil,Android 12,
3/6/2024,15:42,Beli SBN,,2970000.0,Pengeluaran,CASH,,Berhasil,iOS 16,
2/15/2024,18:51,Langganan Viu,Hiburan,,Pengeluaran,CASH,Jakarta,Berhasil,Windows Web,
2/16/2023,22:31,grabfood domino's,,248000.0,Pengeluaran,QRIS,,Berhasil,Android 12,
9/1/2023,8:02,JAJAN NASI KUNING,Konsumsi,162000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Windows Web,jangan pedes
9/16/2023,23:50,Deposit Kos,,939000.0,Pengeluaran,ovo,Bandung,Berhasil,Windows Web,
12/19/2023,10:19,laundry kiloan,,1312000.0,Pengeluaran,qris,,Berhasil,Windows Web,
7/3/2023,18:49,topup valorant,Hiburan,478000.0,Pengeluaran,OVO,Surabaya,Berhasil,iOS 17,titip satpam
11/13/2023,3:00,Pre-workout,Kesehatan,281000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,
29/12/2023,12:13,iuran keamanan,Tagihan,387000.0,Pengeluaran,Cash,,Berhasil,iOS 16,
1/9/2023,8:05,GOFOOD WARKOP,Konsumsi,185000.0,Pengeluaran,ovo,SBY,Berhasil,Android 13,
3/15/2023,15:33,langganan apple music,Hiburan,55000.0,Pengeluaran,Mandiri,,Berhasil,iOS 16,
2/22/2023,17:29,LANGGANAN CHATGPT,Hiburan,68000.0,Pengeluaran,qris,Tangerang,Berhasil,Android 13,
9/19/2023,18:31,shopeefood gelar waroeng,,224000.0,Pengeluaran,QRIS,Tangerang,Berhasil,iOS 16,titip satpam
4/3/2024,2:23,NONTON BIOSKOP,Hiburan,368000.0,Pengeluaran,ovo,SBY,Berhasil,Windows Web,
9/5/2023,4:17,PUSKESMAS,Kesehatan,370000.0,Pengeluaran,qris,JAKARTA,Berhasil,iOS 16,
6/7/2023,1:29,baterai,Belanja,,Pengeluaran,GOPAY,Bdg,Berhasil,iOS 16,
2/19/2023,19:30,Ongkos Tambal Ban,Transportasi,72000.0,Pengeluaran,ovo,Depok,Berhasil,iOS 17,
3/11/2024,15:29,Isi Saldo Flazz,Transportasi,247000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Android 13,
11/2/2024,5:54,MAIN BILIAR,Hiburan,61000.0,Pengeluaran,CASH,,Berhasil,Windows Web,
4/8/2024,10:58,REFUND HOTEL,Pendapatan,5050000.0,Pemasukan,Mandiri,Bandung,Berhasil,iOS 17,
2/3/2023,14:35,Paket Data Telkomsel,Tagihan,609000.0,Pengeluaran,BCA Virtual Account,Jakarta,Berhasil,iOS 16,ukuran XL
3/10/2024,19:20,denda kos,Tempat Tinggal,,Pengeluaran,ovo,Depok,Berhasil,Android 12,
4/5/2023,4:07,token listrik,Tagihan,842000.0,Pengeluaran,GOPAY,Tangerang,Berhasil,iOS 16,
8/23/2023,10:59,Beli Cuanki,Konsumsi,54000.0,Pengeluaran,QRIS,Online,Pending,Android 13,
11/20/2023,2:15,konser musik,Hiburan,197000.0,Pengeluaran,CASH,Tangerang,Berhasil,Windows Web,
2/9/2023,7:49,BELANJA DI ACE HARDWARE,Belanja,753000.0,Pengeluaran,qris,Bdg,Gagal,Android 13,
4/21/2023,8:09,grabfood lawson,Konsumsi,106000.0,Pengeluaran,ovo,Bdg,Pending,Android 12,
9/17/2023,12:48,BELI KASUR,,2471000.0,Pengeluaran,ovo,jkt,Berhasil,Android 12,segera proses ya
12/4/2023,3:47,ipl apartemen,,,Pengeluaran,QRIS,jkt,Berhasil,iOS 16,
8/9/2023,11:45,sewa kontrakan,Tempat Tinggal,,Pengeluaran,Cash,,Berhasil,iOS 16,
9/4/2023,12:19,Beli Saham Bbca,Investasi,4572000.0,Pengeluaran,BCA Virtual Account,Bandung,Berhasil,Android 12,kembalian ambil aja
23/09/2023,3:04,makan es teh indonesia,Konsumsi,,Pengeluaran,CASH,,Berhasil,iOS 16,
28/01/2024,0:14,biaya admin bank,Lain-lain,108000.0,Pengeluaran,OVO,Depok,Berhasil,Android 13,
4/2/2023,6:23,Bensin Dexlite,,67000.0,Pengeluaran,qris,Depok,Berhasil,iOS 16,
8/4/2024,0:51,uang air kos,Tempat Tinggal,,Pengeluaran,qris,Surabaya,Berhasil,iOS 17,
2/1/2024,0:40,konser musik,Hiburan,328000.0,Pengeluaran,qris,jkt,Berhasil,Android 13,
12/30/2023,18:12,Nabung Saham Unvr,Investasi,4917000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,
11/3/2023,18:44,Topup E-Toll Untuk Tol Jakarta,Transportasi,,Pengeluaran,Cash,SBY,Berhasil,Android 12,
17/11/2023,20:11,sendok,Belanja,835000.0,Pengeluaran,Mandiri,,Berhasil,Android 12,
3/30/2023,7:37,refund hotel,Pendapatan,,Pemasukan,BCA Virtual Account,Jakarta,Pending,iOS 17,
30/06/2023,9:24,honor jaga stand,Pendapatan,,Pemasukan,OVO,,Berhasil,iOS 17,
1/8/2023,18:30,belanja di miniso,Belanja,,Pengeluaran,qris,Depok,Berhasil,Android 13,
6/27/2023,15:35,kaos oversize,Belanja,652000.0,Pengeluaran,Gopay,,Berhasil,iOS 16,
8/11/2023,9:11,belanja di shopee,,1284000.0,Pengeluaran,CASH,,Berhasil,Android 12,
5/17/2023,8:12,Beli Saham Icbp,Investasi,,Pengeluaran,ovo,,Gagal,iOS 16,
4/20/2023,14:04,jajan cuanki,,118000.0,Pengeluaran,QRIS,,Berhasil,Android 12,
10/3/2023,6:09,konser musik,Hiburan,282000.0,Pengeluaran,QRIS,Tangerang,Berhasil,iOS 17,
12/30/2023,14:38,Ongkos Ojol Maxim Ke Rumah Pacar,Transportasi,85000.0,Pengeluaran,GOPAY,JAKARTA,Berhasil,iOS 17,
24/12/2023,22:00,grabfood mie tarik,Konsumsi,180000.0,Pengeluaran,OVO,Bandung,Berhasil,Android 12,
7/6/2023,16:54,paket data indihome,Tagihan,,Pengeluaran,GOPAY,Depok,Berhasil,Android 13,
1/27/2023,17:55,NYICIL SABUN MANDI,Belanja,276000.0,Pengeluaran,OVO,,Berhasil,Android 12,segera proses ya
22/04/2024,18:56,ADMIN BNI,Lain-lain,141000.0,Pengeluaran,BCA Virtual Account,JAKARTA,Berhasil,Android 12,
1/23/2024,6:35,Beli Koin Pintu,Investasi,1527000.0,Pengeluaran,qris,SBY,Berhasil,Windows Web,
6/3/2023,8:58,shopeefood kopi kulo,Konsumsi,157000.0,Pengeluaran,Gopay,Depok,Berhasil,Android 13,jangan pedes
9/24/2023,20:13,Deposit Aset Crypto Solana,Investasi,3117000.0,Pengeluaran,GOPAY,Depok,Berhasil,Android 13,
11/9/2023,0:36,byr bpjs,,263000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Android 13,
12/21/2023,9:24,deposit kos,Tempat Tinggal,1146000.0,Pengeluaran,Cash,Surabaya,Berhasil,Windows Web,
10/5/2023,8:42,grab dari gym,,164000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,iOS 17,titip satpam
3/24/2023,1:28,topup shopeepay,Lain-lain,-345000.0,Pengeluaran,Mandiri,SBY,Berhasil,iOS 16,jangan pedes
4/10/2024,19:57,cicil emas,,2191000.0,Pengeluaran,OVO,Tangerang,Berhasil,iOS 16,
4/16/2023,3:18,klinik,Kesehatan,,Pengeluaran,OVO,Surabaya,Berhasil,Android 12,
4/19/2023,19:03,thr,Pendapatan,8006000.0,Pemasukan,Cash,tangsel,Berhasil,iOS 16,warna hitam
12/9/2023,23:19,tagihan pdam,Tagihan,738000.0,Pengeluaran,QRIS,,Berhasil,Windows Web,
3/3/2024,9:30,Konser Musik,Hiburan,480000.0,Pengeluaran,CASH,Jakarta,Berhasil,Android 13,
11/14/2023,14:37,Biaya Ojol Ke Tempat Les,Transportasi,138000.0,Pengeluaran,qris,jkt,Gagal,iOS 17,segera proses ya
4/11/2024,14:13,langganan chatgpt,Hiburan,363000.0,Pengeluaran,ovo,Bandung,Berhasil,Android 13,
1/2/2024,11:21,Ongkos Tiket Krl,Transportasi,188000.0,Pengeluaran,OVO,Depok,Berhasil,iOS 17,
9/29/2023,3:07,honor asisten,,,Pemasukan,CASH,Bdg,Berhasil,Windows Web,warna hitam
6/11/2023,3:30,wajan,Belanja,203000.0,Pengeluaran,Mandiri,Tangerang,Berhasil,iOS 17,
4/23/2024,16:25,Investasi Di Sbn,Investasi,4442000.0,Pengeluaran,Cash,,Berhasil,Android 13,
6/17/2023,15:40,patungan makan,Lain-lain,317000.0,Pengeluaran,qris,JAKARTA,Berhasil,Windows Web,
5/4/2024,11:22,grabfood angkringan,Konsumsi,23000.0,Pengeluaran,OVO,Bandung,Gagal,Android 13,
12/14/2023,15:48,lampu led,Belanja,,Pengeluaran,QRIS,,Berhasil,iOS 16,
20/12/2023,23:28,keyboard,Belanja,809000.0,Pengeluaran,ovo,Bandung,Berhasil,Windows Web,
18/09/2023,23:08,photobox,Hiburan,319000.0,Pengeluaran,Mandiri,jkt,Berhasil,iOS 16,warna hitam
8/31/2023,0:43,langganan chatgpt,Hiburan,35000.0,Pengeluaran,Cash,,Gagal,iOS 16,
2/11/2023,3:35,grab dari mall,,171000.0,Pengeluaran,ovo,Depok,Berhasil,iOS 17,
5/16/2023,8:47,BAYAR BPJS,Tagihan,516000.0,Pengeluaran,Cash,SBY,Berhasil,Android 13,
9/23/2023,22:38,ShopeeFood Starbucks,,127000.0,Pengeluaran,CASH,,Berhasil,iOS 17,
8/4/2023,18:35,sewa lapangan voli,Kesehatan,,Pengeluaran,Mandiri,Jakarta,Berhasil,Android 12,
7/27/2023,5:37,Gaji Part Time,Pendapatan,2561000.0,Pemasukan,Cash,,Berhasil,Android 13,
11/19/2023,19:18,tagihan pdam,Tagihan,241000.0,Pengeluaran,Cash,Jakarta,Berhasil,Android 13,
11/12/2023,5:46,cashback tokopedia,Pendapatan,1755000.0,Pemasukan,OVO,,Berhasil,iOS 17,
7/3/2023,18:51,Ongkos Cuci Motor,Transportasi,120000.0,Pengeluaran,ovo,Bdg,Pending,Android 13,
3/7/2024,8:37,uang lembur,,5104000.0,Pemasukan,ovo,Bandung,Berhasil,iOS 16,
6/10/2023,12:58,bonus project,,2232000.0,Pemasukan,BCA Virtual Account,Jakarta,Gagal,Android 13,
2/14/2023,12:45,Saham BBNI,,,Pengeluaran,QRIS,Bandung,Berhasil,Android 13,
10/23/2023,13:41,ongkir j&t,Lain-lain,327000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,iOS 16,
12/1/2023,6:35,uang kembalian,Pendapatan,6724000.0,Pemasukan,OVO,Online,Berhasil,iOS 17,warna hitam
4/25/2023,12:43,Photobox,Hiburan,105000.0,Pengeluaran,Gopay,Surabaya,Berhasil,Android 12,
3/4/2023,7:00,Investasi Di Nabung Emas,Investasi,1258000.0,Pengeluaran,CASH,,Berhasil,Android 13,
28/08/2023,1:03,langganan viu,Hiburan,111000.0,Pengeluaran,QRIS,Online,Gagal,iOS 16,
3/2/2023,16:04,Ongkos Parkir Rumah Pacar,Transportasi,70000.0,Pengeluaran,Mandiri,,Pending,iOS 17,
21/05/2023,5:17,bli sepatu futsal,Kesehatan,264000.0,Pengeluaran,qris,jkt,Berhasil,Windows Web,
2/11/2024,19:55,Bonus Project,,163000.0,Pemasukan,OVO,,Berhasil,Android 13,titip satpam
12/2/2023,1:45,SEWA KONTRAKAN,,1247000.0,Pengeluaran,Mandiri,Jakarta,Berhasil,Windows Web,
12/11/2023,16:34,Promag,Kesehatan,,Pengeluaran,GOPAY,Bdg,Berhasil,iOS 16,
29/03/2024,13:50,Laundry Kiloan,Tempat Tinggal,2965000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,
1/19/2024,19:51,KASIH TUKANG PARKIR,Lain-lain,9000.0,Pengeluaran,CASH,,Pending,Android 13,
10/17/2023,17:57,nongkrong di family mart,Konsumsi,237000.0,Pengeluaran,Cash,Surabaya,Berhasil,Android 12,
10/22/2023,4:16,belanja di transmart,Belanja,1014000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 16,
12/1/2024,17:45,shopeefood pizza hut,Konsumsi,44000.0,Pengeluaran,Mandiri,Tangerang,Berhasil,Android 12,
5/1/2024,6:26,plester,Kesehatan,257000.0,Pengeluaran,qris,Tangerang,Berhasil,Android 13,jangan pedes
5/2/2024,19:18,badminton,,159000.0,Pengeluaran,QRIS,Surabaya,Berhasil,Windows Web,
18/03/2024,15:41,uang kembalian,Pendapatan,,Pemasukan,CASH,,Berhasil,Android 12,
10/28/2023,9:56,Nyicil Kanebo,Belanja,978000.0,Pengeluaran,GOPAY,Surabaya,Berhasil,Android 12,
9/24/2023,19:56,Konsul Halodoc,Kesehatan,234000000.0,Pengeluaran,Mandiri,SBY,Berhasil,iOS 17,
12/23/2023,17:42,ganti rugi,Lain-lain,86000.0,Pengeluaran,Cash,tangsel,Berhasil,iOS 16,
1/21/2024,14:45,Ojol ke Cafe,,82000.0,Pengeluaran,OVO,Bandung,Gagal,iOS 17,
29/12/2023,12:13,iuran keamanan,Tagihan,387000.0,Pengeluaran,Cash,,Berhasil,iOS 16,
7/15/2023,21:41,Uang Sampah Kos,,2610000.0,Pengeluaran,GOPAY,,Berhasil,iOS 17,
5/7/2024,3:36,Nabung Saham Reksadana,Investasi,4345000.0,Pengeluaran,QRIS,Jakarta,Berhasil,iOS 17,
5/24/2023,15:59,langganan chatgpt,Hiburan,402000.0,Pengeluaran,QRIS,tangsel,Berhasil,iOS 17,
21/04/2023,4:43,topup dana,Lain-lain,337000.0,Pengeluaran,QRIS,JAKARTA,Berhasil,Android 13,
7/30/2023,10:22,voucher game,Hiburan,95000.0,Pengeluaran,CASH,SBY,Berhasil,Android 13,
10/1/2024,15:55,BELI KOPI SACHET,Belanja,432000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,
10/2/2023,4:08,MATRAS YOGA,Kesehatan,51000.0,Pengeluaran,OVO,Jakarta,Berhasil,Android 12,
3/15/2023,6:22,Haus,Konsumsi,53000.0,Pengeluaran,GOPAY,JAKARTA,Berhasil,iOS 16,
3/23/2024,15:35,Nyicil Kado,Belanja,,Pengeluaran,Mandiri,,Berhasil,iOS 16,
6/29/2023,20:27,Iuran RT,Tagihan,158000.0,Pengeluaran,Mandiri,Bdg,Berhasil,Windows Web,
9/4/2023,7:23,jajan pempek,,233000.0,Pengeluaran,Mandiri,Surabaya,Berhasil,Android 12,
14/02/2023,19:26,Topup Kartu E-Money,Transportasi,226000.0,Pengeluaran,GOPAY,tangsel,Berhasil,Android 12,
2/17/2024,9:37,ipl apartemen,Tempat Tinggal,683000.0,Pengeluaran,Cash,Bandung,Berhasil,Android 13,kembalian ambil aja
8/2/2023,18:05,admin bca,Lain-lain,166000.0,Pengeluaran,BCA Virtual Account,jkt,Berhasil,Android 13,
10/6/2023,7:10,uang kembalian,Pendapatan,8417000.0,Pemasukan,CASH,Bdg,Berhasil,iOS 16,
7/24/2023,7:00,TAGIHAN PDAM,Tagihan,808000.0,Pengeluaran,CASH,Surabaya,Berhasil,Windows Web,
9/4/2023,0:57,makan mako,,209000.0,Pengeluaran,QRIS,Depok,Berhasil,Windows Web,
5/8/2023,5:33,laundry kiloan,Tempat Tinggal,21000.0,Pengeluaran,Gopay,Bdg,Berhasil,Android 12,
10/17/2023,22:50,Investasi Saham Bmri,Investasi,1440000.0,Pengeluaran,ovo,Surabaya,Berhasil,iOS 16,
